# Time-averaged data for fix fix_eqn_baro
# TimeStep c_C_press_baro c_C_press_baro[1] c_C_press_baro[2] c_C_press_baro[3] c_C_press_baro[4] c_C_press_baro[5] c_C_press_baro[6] c_C_temp_tran
771900 -51.6443 -468.639 145.613 168.094 -244.838 689.969 647.198 0.985151
772000 -297.201 -314.264 102.638 -679.977 -47.0493 -476.402 -213.918 0.985687
772100 -160.797 -286.216 181.237 -377.412 553.767 378.503 -180.534 1.0057
772200 11.9027 329.163 -512.114 218.659 -438.486 -411.916 90.1163 0.99985
772300 -147.069 -307.939 276.262 -409.531 105.033 73.7489 108.349 1.00764
772400 -422.414 -537.393 -388.721 -341.128 -528.55 343.481 453.32 1.00203
772500 -91.9757 -209.774 321.08 -387.233 467.504 -112.149 -247.301 0.991841
772600 -242.862 -775.382 215.135 -168.338 -367.68 907.151 394.748 0.995576
772700 -374.92 -585.282 39.2851 -578.763 9.79855 -993.756 -564.686 0.997199
772800 109.279 313.051 377.753 -362.967 109.333 765.805 160.128 0.999485
772900 -539.752 -766.524 -356.098 -496.635 -582.402 -327.653 -106.076 1.00311
773000 -269.671 -523.581 -30.4721 -254.959 295.886 -128.076 197.414 0.992088
773100 -373.833 -508.55 -327.802 -285.146 65.5755 239.165 -321.879 0.99182
773200 47.1419 -358.443 -28.8442 528.713 168.363 107.89 43.839 0.99522
773300 126.841 -192.887 200.589 372.82 34.8806 59.5763 -41.3349 1.00177
773400 108.296 -105.258 -322.323 752.47 569.26 -8.22877 253.912 0.998236
773500 -239.269 -180.858 46.7698 -583.718 -183.762 496.816 -327.984 0.996169
773600 274.008 162.166 219.703 440.155 112.756 -422.336 135.989 0.986315
773700 -142.804 -431.849 71.6508 -68.2127 564.451 -142.627 152.09 1.00197
773800 -507.4 -948.961 -645.943 72.7055 -607.868 362.292 -197.945 1.00621
773900 -87.4688 -169.578 265.924 -358.752 723.991 -953.948 -109.876 0.998472
774000 -316.119 -424.499 -732.032 208.175 -1002.75 565.927 -221.389 0.991181
774100 -526.409 -770.114 -289.293 -519.818 533.351 -491.481 -326.618 0.988229
774200 -271.623 -173.574 -40.7277 -600.568 -294.2 442.361 16.9095 1.00031
774300 49.2163 -522.007 288.897 380.759 71.2757 -288.168 -251.896 1.01162
774400 -287.264 -577.083 -103.033 -181.677 -728.06 42.5707 431.956 1.00048
774500 -262.784 -1061.76 131.604 141.802 -214.776 -311.73 332.437 0.998137
774600 -296.908 -720.165 -96.5257 -74.0335 272.962 339.658 80.739 0.997575
774700 -203.371 -760.122 176.321 -26.3113 46.7759 -312.356 53.8188 1.0174
774800 -332.791 -618.922 -361.064 -18.3883 -33.4686 -154.251 378.809 0.97953
774900 -328.378 -840.08 -375.502 230.449 207.08 557.739 -12.4763 0.995345
775000 48.7703 -349.251 350.432 145.13 -126.322 -284.141 -160.444 0.998914
775100 -482.267 -632.687 -105.027 -709.087 168.956 177.788 -238.324 0.984882
775200 -222.833 -373.89 11.4531 -306.061 95.625 -256.784 -267.886 0.991043
775300 -123.12 -280.003 100.462 -189.818 46.2962 432.973 45.6028 0.978019
775400 74.2882 -174.723 404.03 -6.443 714.88 111.26 362.51 1.00175
775500 -159.809 -28.2714 -122.926 -328.228 -402.6 -42.5258 693.444 0.990881
775600 -218.704 -185.95 -316.217 -153.946 527.891 47.8525 -284.469 0.998996
775700 -192.263 -276.138 -241.91 -58.7412 -443.981 607.081 670.731 1.00703
775800 -200.306 -491.402 434.414 -543.93 -491.352 -485.575 96.163 0.998576
775900 -236.963 -856.234 128.512 16.833 797.722 -86.0863 326.066 0.994422
776000 -19.7994 -347.256 363.842 -75.9841 -378.881 194.859 -2.99288 0.983
776100 -117.102 -263.72 106.061 -193.647 495.761 -168.39 -575.485 0.983632
776200 -466.421 -917.307 -131.047 -350.911 168.646 -170.035 531.963 0.991266
776300 -215.078 -568.266 8.42677 -85.3957 432.397 610.155 -875.921 1.0129
776400 -50.1861 -425.394 11.4407 263.395 -195.026 -619.316 196.777 0.998524
776500 102.875 -440.095 371.866 376.855 263.278 573.368 -226.292 1.00635
776600 -70.8304 -287.388 -243.233 318.13 -313.245 -216.285 3.54688 0.999644
776700 -468.668 -706.349 -883.028 183.373 -218.64 -110.495 -370.418 0.982555
776800 -16.0994 -210.515 -276.158 438.374 343.586 72.1897 -544.782 0.989628
776900 -355.794 -372.265 -440.206 -254.911 -30.2455 406.443 -209.827 0.985427
777000 -213.483 -530.003 61.5058 -171.953 256.857 -193.458 -182.069 0.992356
777100 24.7188 -366.471 281.588 159.039 -39.7173 733.611 571.151 1.00552
777200 -81.2673 -430.192 -60.3595 246.749 -222.206 -144.771 -52.0156 0.989906
777300 -140.99 -788.872 505.412 -139.512 241.662 663.682 -21.0879 1.0101
777400 -35.0303 -373.064 -209.02 476.993 -39.6268 219.179 -641.348 0.984737
777500 -117.321 -239.118 163.74 -276.586 -331.518 -100.691 -96.5259 1.01957
777600 -79.341 -357.277 -420.53 539.784 404.446 187.659 -486.972 0.994958
777700 -151.046 -404.852 247.141 -295.427 -522.759 -537.506 138.878 1.01021
777800 -133.665 -626.85 -132.775 358.631 155.486 278.192 -593.936 1.00764
777900 187.27 -181.747 383.278 360.28 -907.55 -505.365 -201.703 1.00924
778000 -320.291 -614.589 213.004 -559.287 693.005 203.814 316.995 1.01307
778100 -389.073 -737.212 -187.149 -242.857 -339.237 575.56 -189.054 0.986136
778200 120.301 214.22 166.993 -20.3099 -481.148 -624.269 -128.342 1.00524
778300 -374.406 -954.602 -139.699 -28.9181 376.311 652.784 233.27 0.995054
778400 -189.942 -610.574 163.881 -123.134 -270.366 288.562 -414.28 0.989073
778500 -305.073 -824.983 -205.032 114.796 665.946 -164.374 52.7399 0.996139
778600 -164.359 -617.844 126.93 -2.16261 -362.107 614.206 -244.469 0.999843
778700 -174.814 -307.671 5.47326 -222.243 -141.418 -292.901 -240.188 0.997058
778800 -306.82 -364.285 -304.812 -251.362 227.699 97.5848 -288.315 0.99154
778900 -275.51 -472.84 -197.487 -156.202 -49.2542 157.718 106.495 1.00344
779000 159.146 -410.863 612.325 275.975 497.466 108.246 -70.0428 0.97929
779100 309.432 -330.942 112.402 1146.84 -306.674 -277.965 57.9973 0.988132
779200 54.0444 -538.247 165.813 534.567 79.727 196.648 -44.0434 0.976478
779300 -312.111 -775.599 -714.431 553.695 -309.405 -632.635 -251.901 0.981405
779400 -81.8817 -76.9666 166.075 -334.753 733.918 911.755 -14.7806 0.995233
779500 62.3452 -370.199 -88.4606 645.695 -76.6093 -291.621 -330.598 0.998776
779600 -498.858 -947.988 -20.6861 -527.901 345.853 366.47 303.548 1.00647
779700 -286.505 -599.236 -62.3552 -197.922 -182.987 -434.973 -208.268 1.02362
779800 -143.532 -108.022 -416.752 94.1765 474.008 479.037 201.082 1.01366
779900 16.6014 -516.975 627.682 -60.9035 -103.471 -90.3485 346.388 0.983706
780000 84.9192 -803.073 -249.566 1307.4 -833.483 127.953 -144.76 1.00401
780100 -471.616 -239.146 -717.647 -458.054 606.452 -358.104 327.703 0.980059
780200 -268.245 -703.912 -266.272 165.449 -979.248 453.275 604.989 0.989118
780300 -283.725 -589.552 270.309 -531.931 1039.56 37.218 -504.879 1.01067
780400 -8.28523 -141.376 -65.6176 182.138 -513.4 -249.816 -30.2532 1.00141
780500 -361.142 -597.538 -268.633 -217.255 354.676 442.912 -69.1367 1.00097
780600 149.029 -331.256 151.442 626.902 217.52 -185.039 -364.259 0.999231
780700 -321.901 -566.582 -61.8645 -337.257 -188.122 -301.666 -222.039 0.995718
780800 -161.083 -425.201 -112.425 54.377 -50.4643 1245.84 311.549 1.00646
780900 -250.245 -776.278 44.341 -18.7984 -227.062 68.3125 -245.512 1.01154
781000 -409.965 -787.039 -126.719 -316.139 226.641 -494.931 -156.957 0.993828
781100 -119.216 -565.426 361.714 -153.936 1.29054 401.897 158.478 1.00226
781200 -96.5802 -740.359 128.288 322.33 -459.792 -238.429 -499.558 1.01587
781300 -105.875 -471.674 680.847 -526.798 254.489 -198.376 343.814 1.00658
781400 -303.802 -637.216 -453.946 179.754 -109.371 155.768 -219.783 0.99171
781500 -114.458 176.629 54.4521 -574.456 -158.865 223.428 -57.3239 1.01042
781600 -220.869 -510.651 -400.33 248.375 -19.7455 -33.1061 179.624 1.00926
781700 -68.522 -113.806 264.682 -356.441 406.259 -240.36 -44.4352 1.00558
781800 -254.106 -1066.91 -208.514 513.103 16.5765 47.2647 319.174 1.01475
781900 -152.663 -631.71 820.231 -646.511 -219.687 77.1159 60.3636 0.99157
782000 -242.469 -287.263 -102.76 -337.384 336.552 438.099 80.1636 1.00479
782100 -65.0631 24.4226 -73.2534 -146.359 -622.986 -148.965 343.032 1.00139
782200 88.173 -82.7792 346.315 0.982821 899.111 114.204 208.916 1.00285
782300 -264.72 -530.401 -202.494 -61.2646 -187.879 -149.614 148.825 1.00376
782400 -445.974 -1148.57 -265.128 75.7793 -200.074 350.367 -445.466 1.00563
782500 -161.054 -369.226 -292.08 178.143 366.635 -335.095 -126.751 0.996092
782600 -424.269 -869.219 -273.037 -130.552 -73.4315 380.625 129.341 1.00941
782700 -232.317 -361.252 -36.3328 -299.366 16.0992 -620.236 548.87 0.992597
782800 -535.789 -1000.52 -462.565 -144.278 36.3664 -294.296 -231.235 1.00308
782900 -137.507 -83.3299 70.0976 -399.288 -166.19 665.638 -21.2471 1.00392
783000 69.7647 -23.5242 -1.31199 234.13 178.744 -225.23 252.459 0.987402
783100 68.7179 -5.16715 294.201 -82.8801 -253.317 3.27854 -152.703 1.00537
783200 -291.696 -576.172 -292.61 -6.30657 322.221 -78.6274 238.937 1.0023
783300 -55.0246 -198.981 153.993 -120.086 104.259 707.709 -155.285 1.01681
783400 -154.97 -137.992 -225.368 -101.551 -266.047 -500.801 28.6432 0.991394
783500 -51.0358 3.99706 -73.4907 -83.6137 -705.264 -18.7176 -49.3267 0.991236
783600 -217.647 -649.194 -292.593 288.847 401.196 -635.378 -122.606 1.0008
783700 -297.017 -399.256 115.882 -607.676 -41.5582 113.89 -59.2492 0.980741
783800 -208.668 -499.437 -436.151 309.586 204.647 158.721 -373.929 1.00498
783900 -424.215 -698.711 -58.2438 -515.689 -684.968 -460.657 416.686 1.00542
784000 -162.054 92.8173 -237.393 -341.587 246.803 416.82 207.684 0.968806
784100 -682.969 -727.873 -665.991 -655.045 -902.236 -378.471 706.806 1.01211
784200 36.5352 -214.78 256.691 67.695 591.316 65.9838 -432.852 0.989569
784300 -399.246 -617.085 -541.08 -39.5717 -843.322 -70.5305 354.994 0.982994
784400 -541.286 -991.092 -411.812 -220.953 449.224 -596.543 178.561 1.00354
784500 -262.456 -592.899 70.4653 -264.933 -70.2803 595.152 44.8171 1.01033
784600 -418.925 -556.302 -94.9488 -605.524 152.995 -393.247 271.916 0.991903
784700 87.6042 50.7232 130.184 81.9054 175.898 397.184 260.218 0.985674
784800 86.3009 86.2046 70.9074 101.791 -245.411 -139.48 -61.7067 0.992837
784900 61.8305 -687.738 619.105 254.124 298.048 -621.705 116.632 1.00728
785000 -309.718 -561.007 -389.913 21.7658 21.2392 427.213 -288.713 1.01481
785100 -258.399 -473.464 -108.261 -193.471 -109.092 -787.231 -17.527 1.00367
785200 -379.621 -988.658 -155.305 5.10148 -268.702 136.103 339.739 0.9994
785300 -435.993 -601.982 -284.698 -421.3 478.899 -429.089 55.1498 1.00767
785400 -295.617 -815.144 -50.1418 -21.5652 -12.419 217.553 -548.657 0.985385
785500 -209.824 -682.546 -300.966 354.041 -1.59798 -521.086 -146.934 0.991822
785600 -461.263 -1012.14 -31.1512 -340.502 -302.292 980.342 -446.829 0.982114
785700 -137.337 -262.675 76.1714 -225.507 261.235 -1028.34 384.314 0.978603
785800 -165.546 -732.44 28.9909 206.812 -193.688 249.201 437.475 1.00254
785900 -112.588 -590.41 138.914 113.733 494.804 -25.9001 -136.211 0.992944
786000 -57.876 -309.072 -146.482 281.926 115.318 -96.4445 684.218 1.01375
786100 -244.52 -490.68 -179.706 -63.1736 -332.917 431.551 -208.892 1.00374
786200 -361.856 -773.33 -55.4771 -256.76 75.7378 -273.548 192.355 0.982551
786300 -457.598 -713.014 -688.429 28.6496 -240.596 291.221 33.4314 1.00037
786400 -243.664 -1214.48 334.093 149.396 194.508 20.2615 -304.477 0.975611
786500 -21.8148 28.9384 -388.46 294.077 56.6777 -355.615 473.583 0.990328
786600 13.198 -760.484 447.351 352.727 19.526 296.976 -20.129 0.996035
786700 -171.288 -401.288 141.785 -254.36 -227.691 -648.146 128.455 0.998227
786800 -207.244 -483.451 -37.6076 -100.673 673.486 93.5117 -387.192 1.00987
786900 -518.815 -314.487 -692.988 -548.971 -974.148 -582.568 65.9249 1.00373
787000 -218.682 -669.023 -360.356 373.333 307.049 40.9586 281.397 1.00289
787100 -108.083 -247.87 -128.343 51.9631 -75.338 -17.8384 602.561 0.988051
787200 -181.148 -767.973 -274.703 499.231 -186.165 -416.837 -196.136 1.00267
787300 -174.749 -548.736 -224.709 249.197 440.75 654.872 746.116 1.00272
787400 197.458 202.713 146.683 242.977 -50.0059 25.0575 -270.939 1.02274
787500 -274.933 -325.707 -67.334 -431.758 -199.562 -636.971 -135.164 1.00628
787600 -225.256 -769.429 -125.47 219.132 -11.0213 -50.8625 -580.046 1.01171
787700 -207.023 -647.411 -156.944 183.285 -183.2 459.891 241.787 1.00201
787800 -273.334 -700.198 -218.73 98.9256 -151.697 -439.019 -192.915 1.00093
787900 -534.698 -1062.07 -146.86 -395.167 -44.2896 183.409 -136.922 1.01023
788000 7.08502 -56.4892 -348.319 426.063 -262.317 -543.377 -200.67 1.00517
788100 108.056 -137.509 431.164 30.5118 -150.811 405.154 125.435 1.00826
788200 -188.433 -909.487 -52.9438 397.131 -336.327 -100.14 -232.915 1.0145
788300 104.697 11.6943 419.472 -117.074 -23.5725 343.249 184.778 0.995059
788400 -474.346 -580.484 -417.443 -425.111 113.252 214.486 -5.448 0.981593
788500 -128.194 -284.958 31.4101 -131.033 -569.435 10.0419 -76.7996 1.00718
788600 -308.248 -738.056 -186.951 0.263173 488.449 142.756 -250.681 0.99319
788700 10.8527 -229.458 269.824 -7.80828 -289.743 -190.021 310.885 0.971638
788800 -26.7977 -432.562 -60.9377 413.107 -213.867 202.479 -33.576 1.00228
788900 -80.4852 -292.305 427.111 -376.262 437.092 -165.965 380.512 1.0003
789000 -95.678 -111.95 -111.209 -63.8742 -278.724 -78.5929 40.3485 0.980137
789100 -448.599 -535.412 -237.172 -573.213 1013.13 -59.8701 37.562 1.01281
789200 50.7922 -314.149 293.575 172.951 -488.406 -16.6115 -37.0811 0.971288
789300 -424.36 -835.253 -593.856 156.028 535.706 -22.3573 -165.704 0.994242
789400 -273.226 -775.631 121.176 -165.225 -401.388 375.665 -7.6284 1.00371
789500 -98.9532 -633.09 -25.0203 361.251 -20.9652 -468.719 -179.597 1.00771
789600 -141.499 -551.595 -39.5093 166.608 198.807 426.845 -255.445 1.00682
789700 -173.501 130.022 -733.292 82.7684 -353.466 -512.29 -229.482 0.993552
789800 -433.592 -767.494 -136.737 -396.545 856.202 -809.812 -337.211 0.99437
789900 -150.545 -223.825 -318.293 90.482 -257.943 359.42 355.134 0.98458
790000 -89.5182 -311.237 -284.276 326.958 295.3 186.531 -267.298 1.02079
790100 -349.646 -275.935 -884.872 111.868 -351.39 342.889 263.439 0.99796
790200 -356.907 -502.871 -222.496 -345.354 505.542 157.75 -113.517 0.986717
790300 -477.076 -996.922 -592.666 158.362 -420.014 75.2889 883.991 1.00752
790400 -207.159 -190.497 -601.933 170.954 379.069 24.4368 -568.772 1.00158
790500 -431.937 -830.191 -49.2939 -416.324 486.834 96.8806 486.1 0.987571
790600 -89.903 -158.26 -151.826 40.377 -239.353 -460.891 -50.1442 1.02082
790700 -26.3482 -219.251 253.724 -113.518 1073.37 -502.279 62.4874 0.980946
790800 -234.878 -226.363 -222.051 -256.219 -1023.03 484.366 -180.078 1.00192
790900 -427.165 -563.867 87.4787 -805.106 275.007 334.786 142.621 1.00572
791000 -262.16 -492.656 -322.281 28.455 -758.855 -218.093 229.646 1.01502
791100 -218.447 -362.622 -181.328 -111.393 85.4158 44.09 -297.659 1.00805
791200 -181.785 -122.916 -214.892 -207.545 -413.987 -328.797 384.333 1.00349
791300 -372.962 -266.036 -141.795 -711.054 299.619 176.527 -825.705 0.99534
791400 -243.17 -435.689 -414.124 120.305 483.494 -557.974 844.245 0.995646
791500 -146.898 -402.818 494.741 -532.618 8.63455 661.083 -259.654 0.986818
791600 81.4533 -249.433 1.91644 491.876 -416.184 -302.788 540.477 0.986013
791700 -293.35 -519.713 -440.402 80.0651 -114.609 229.488 106.238 1.0045
791800 -151.613 -340.68 -63.5996 -50.5578 -302.371 53.0914 -247.155 0.997591
791900 70.4726 128.884 317.111 -234.578 52.148 385.182 -63.8649 0.996344
792000 -233.983 -646.622 0.284571 -55.6114 549.808 299.431 -209.581 0.994226
792100 -92.618 -241.865 -79.6705 43.6818 70.3989 -73.7392 218.513 0.993887
792200 -212.385 -378.159 265.556 -524.551 104.873 -244.794 -306.005 0.998271
792300 -443.23 -1083.18 -246.037 -0.472375 -158.67 364.081 643.915 1.00889
792400 -64.0842 -335.722 132.542 10.9275 -13.6193 -7.23522 -252.265 1.01305
792500 -173.892 -133.014 192.822 -581.483 -392.203 -38.5837 11.4145 1.00944
792600 37.7401 -132.397 248.983 -3.36586 177.81 -61.3942 -80.4774 1.00333
792700 -119.924 -490.804 0.894194 130.139 153.009 -105.771 -265.193 1.0011
792800 -21.7562 -651.395 326.203 259.923 -489.622 49.0108 466.539 1.00264
792900 110.705 -108.657 -32.2053 472.977 241.712 -702.944 -583.469 1.00375
793000 99.8142 -482.82 170.426 611.836 30.786 645.114 -127.951 1.0078
793100 38.9083 -8.1095 312.022 -187.187 -171.228 -606.617 -424.129 0.98697
793200 -168.979 -592.9 -42.5549 128.519 530.728 855.114 245.334 0.996359
793300 -312.96 -941.923 94.2299 -91.1876 -11.6476 -284.996 -354.953 1.01
793400 -89.0796 -608.484 614.611 -273.365 857.318 -107.951 163.368 1.00152
793500 23.8133 -540.61 -155.297 767.346 -368.641 121.149 41.0885 1.01488
793600 -81.7488 -414.248 224.258 -55.2564 186.121 13.8478 -303.524 0.99247
793700 -129.534 -323.369 -139.402 74.1698 -379.893 -10.9166 -169.482 0.980431
793800 -17.2124 -116.877 354.282 -289.042 -517.819 414.075 -162.335 0.992152
793900 -325.576 -262.332 -470.46 -243.935 119.333 -369.233 62.9263 0.985494
794000 -505.998 -567.979 -351.957 -598.057 -36.9112 489.224 -456.321 1.00379
794100 -229.88 -444.348 -344.425 99.1319 4.73392 54.5598 146.603 0.989313
794200 -146.82 -777.65 371.12 -33.9307 -109.433 230.905 1.36541 1.01975
794300 -413.158 -669.224 -888.978 318.729 -355.803 375.096 -607.444 1.01588
794400 -151.941 -590.471 28.317 106.33 38.3142 37.4692 380.146 1.00377
794500 -90.1935 -432.589 -190.15 352.159 -33.3881 479.669 -707.757 0.993613
794600 208.158 -333.789 347.441 610.823 78.4308 -229.16 143.007 0.986331
794700 -196.152 -608.825 87.2288 -66.8594 410.366 810.754 -228.569 0.991521
794800 -342.064 -259.816 -666.449 -99.9265 -297.238 -696.155 536.562 0.997067
794900 -36.2916 -391.914 155.532 127.507 -10.697 167.435 -549.923 0.998661
795000 -426.135 -1186.29 -67.6474 -24.4736 124.263 -98.9748 270.68 1.02136
795100 -184.657 -509.183 164.996 -209.783 -434.036 149.725 -417.711 1.00495
795200 -185.944 -100.026 -792.508 334.702 327.81 86.7368 -61.9497 1.00639
795300 -230.193 -909.884 221.947 -2.64356 -366.684 151.73 -150.483 1.01101
795400 -75.9721 -722.389 99.1733 395.3 505.456 -23.6552 -75.229 0.999143
795500 -378.549 -866.49 -215.437 -53.7212 -236.021 -654.28 43.5539 1.01762
795600 69.2573 -390.878 434.075 164.574 505.947 571.964 0.278585 1.00845
795700 -513.847 -824.586 -824.387 107.433 317.044 155.927 420.651 1.00614
795800 41.7349 -109.479 -126.221 360.905 -477.158 404.461 -739.985 1.01369
795900 -89.7442 -599.511 50.9285 279.349 293.77 -362.091 -62.991 1.00508
796000 -3.01666 179.903 -121.324 -67.6289 -131.741 -116.206 -69.3877 1.01676
796100 -336.433 -1081.16 -278.832 350.69 -388.863 -23.9451 -374.339 1.01873
796200 17.3362 -513.935 -106.102 672.046 -67.3739 11.0104 209.753 1.01206
796300 -13.1437 -753.499 588.121 125.946 -247.949 -16.0992 161.209 1.0213
796400 -347.291 -593.789 -576.772 128.687 -24.5801 -74.7995 384.082 1.02988
796500 32.3165 -180.9 107.115 170.735 54.9686 400.999 -362.04 0.991812
796600 -534.154 -539.134 -726.404 -336.925 247.247 -232.791 471.622 1.0043
796700 -447.856 -885.574 48.353 -506.347 -622.277 507.835 68.326 0.997542
796800 -278.858 -384.952 -467.931 16.3084 452.862 -500.36 -232.322 0.971919
796900 -146.539 -674.816 347.63 -112.43 778.932 177.924 250.363 0.99757
797000 -95.9256 117.743 13.1998 -418.719 -785.629 273.647 -195.353 0.986358
797100 -179.779 -451.906 -187.844 100.412 568.729 -40.2591 -579.824 0.981379
797200 -259.468 -763.997 29.6971 -44.1057 -556.674 85.5895 48.1649 0.990914
797300 -244.677 -659.113 -59.93 -14.987 -280.273 -265.477 -465.923 1.00118
797400 -193.407 -814.271 312.697 -78.6488 -128.251 132.056 -210.634 0.996321
797500 -239.369 -247.831 -766.986 296.71 404.745 359.273 268.64 0.994636
797600 -367.402 -463.205 -439.983 -199.017 -59.6213 -1121.36 -75.3144 1.00001
797700 -191.405 -427.143 -294.761 147.689 -78.1436 1163.54 -142.697 1.0023
797800 -96.139 -299.93 -29.8607 41.3733 -57.0649 -358.309 65.5504 0.998149
797900 -407.27 -852.474 -462.451 93.114 115.804 906.237 228.079 1.00436
798000 -335.382 -497.975 -158.855 -349.315 -20.5328 -1122.46 153.761 1.01506
798100 -22.8657 -166.646 90.6487 7.40005 -286.272 1238.97 -348.609 1.00391
798200 -156.09 -339.896 -376.894 248.52 468.627 -131.763 466.534 0.988753
798300 -0.637178 5.4519 -69.9769 62.6134 352.151 169.321 157.62 0.986796
798400 -116.115 -187.491 -168.705 7.85236 -146.476 382.558 366.185 1.00424
798500 -368.299 -563.743 -181.299 -359.855 320.067 269.213 -240.773 1.00803
798600 77.7015 -696.27 16.0231 913.351 -254.63 -162.989 501.848 1.01471
798700 3.37802 -554.128 219.188 345.074 893.8 111.615 53.7594 1.01363
798800 -114.151 -740.04 28.3793 369.208 -193.997 3.41403 -318.339 1.00058
798900 -21.6779 -409.663 134.137 210.492 37.2172 289.601 87.4472 0.98432
799000 -265.659 -856.309 -13.1168 72.4495 78.9439 -344.587 255.611 1.01247
799100 -97.293 -548.778 164.262 92.6371 -274.299 -64.1458 -140.562 0.982401
799200 -326.552 -840.371 -188.138 48.8524 749.345 247.828 369.892 1.01662
799300 3.19173 -323.336 -24.3234 357.235 -121.296 -757.891 -386.026 1.00695
799400 -223.887 -374.148 249.849 -547.362 903.393 1123.79 96.4998 0.998018
799500 -264.325 -476.041 -609.386 292.453 -454.591 -186.806 -187.952 0.990989
799600 -146.638 -564.482 391.678 -267.111 -488.52 925.965 230.687 1.01126
799700 -148.776 -446.972 -435.341 435.984 -89.31 -602.252 -151.034 1.00176
799800 -323.529 -648.823 -165.242 -156.522 205.295 296.522 61.3747 0.997814
799900 -111.105 -390.189 -111.795 168.668 214.3 95.7728 143.006 0.991719
800000 -114.551 -189.239 -177.47 23.0567 202.504 334.904 313.457 1.00969
800100 -234.211 -615.867 -57.6323 -29.1349 -561.757 -281.775 387.249 1.00833
800200 -173.002 79.8417 -642.257 43.4092 124.698 84.3734 -226.275 0.998356
800300 -63.8961 -298.666 266.125 -159.148 -370.12 -198.387 -53.8324 0.986391
800400 -216.423 -692.632 70.1724 -26.8087 481.123 -252.805 -16.5983 0.998023
800500 -499.011 -852.019 -610.293 -34.7206 61.7191 418.228 154.698 1.01706
800600 -203.3 -531.368 -87.4212 8.88885 -88.806 -207.347 -26.3556 1.01115
800700 -188.826 -692.013 -361.16 486.694 225.12 472.711 384.773 0.990132
800800 11.585 -509.078 105.287 438.547 -206.581 -557.614 -513.198 1.00744
800900 -17.839 -311.865 -317.041 575.389 190.143 469.612 -19.4802 1.01813
801000 -103.508 -665.963 576.986 -221.549 -163.846 -189.167 167.004 1.00372
801100 -223.6 -416.246 -676.136 421.581 110.688 115.128 -401.767 0.983334
801200 168.379 -404.459 887.792 21.804 -1034.37 -124.482 461.798 0.996869
801300 -220.554 -13.6809 -333.933 -314.048 -18.4396 -218.857 86.7811 0.993792
801400 -510.685 -753.047 -202.113 -576.894 56.4127 138.673 -100.477 0.991379
801500 -282.485 -593.584 -285.857 31.9862 -199.75 643.017 -68.4256 0.989388
801600 -119.916 -748.345 408.252 -19.6559 121.867 -444.218 -97.5645 1.00375
801700 -79.2135 -248.158 -480.681 491.199 -41.6258 364.669 55.8723 1.00854
801800 -186.258 -969.842 522.571 -111.504 65.7749 -181.908 -158.515 0.978083
801900 110.481 -148.246 63.7998 415.888 122.548 95.34 203.944 0.973843
802000 -457.497 -773.184 -496.403 -102.903 152.705 -259.816 141.522 0.984349
802100 -183.434 -461.711 -425.142 336.551 -311.621 797.973 -517.671 1.00805
802200 -421.754 -725.401 -546.903 7.0414 380.101 94.0528 325.327 0.993487
802300 -489.12 -755.573 -260.284 -451.503 -688.86 353.672 -502.404 0.984715
802400 66.5165 -3.46311 -195.19 398.203 315.717 -88.4887 781.997 1.00981
802500 -111.164 -41.0582 158.895 -451.329 -420.537 -54.52 -904.441 1.00108
802600 -198.605 -90.04 -641.921 136.146 201.693 -185.641 464.259 1.0015
802700 -169 -623.979 106.177 10.8033 573.939 24.7806 -378.653 1.00153
802800 -90.1903 -32.1444 -598.47 360.044 -535.108 -73.4465 -244.463 0.996863
802900 180.646 46.1123 532.214 -36.3867 54.8408 401.982 45.127 1.01681
803000 45.512 -278.777 350.607 64.7058 -301.485 -254.919 -41.2394 1.01018
803100 145.421 -18.7643 318.373 136.655 -224.698 462.811 -12.3134 1.00086
803200 -143.897 -83.7563 -13.0903 -334.843 593.42 -131.027 333.394 0.992215
803300 -119.827 -132.281 38.0533 -265.253 -105.633 -101.88 178.758 0.999148
803400 17.961 26.3858 282.802 -255.305 -192.154 -53.6547 -102.011 1.01497
803500 -494.712 -434.417 -383.836 -665.884 -239.276 -304.684 74.0984 0.988594
803600 -586.686 -939.83 -539.825 -280.402 -406.152 71.1035 106.216 0.994398
803700 -204.38 -191.72 -63.2422 -358.177 191.057 266.669 -436.525 0.987738
803800 -543.17 -822.968 5.0463 -811.589 -194.026 -352.55 803.938 0.98966
803900 -291.879 -966.772 99.0028 -7.86879 37.4002 46.26 -358.552 1.00739
804000 -47.2514 -737.474 484.345 111.375 -11.273 -523.062 608.616 0.996811
804100 -344.001 -603.578 37.5938 -466.019 925.836 641.479 104.288 0.993757
804200 147.268 47.6611 138.067 256.074 -221.894 528.615 441.368 1.00139
804300 -491.561 -1053.85 254.654 -675.485 601.813 -528.065 -246.175 1.02208
804400 -98.7463 -426.025 -676.74 806.527 282.431 194.718 445.731 1.01686
804500 -249.388 -634.927 -32.8624 -80.3748 -435.078 -708.549 410.02 1.00509
804600 -313.626 -764.302 -143.837 -32.7408 257.724 534.399 -54.402 1.01274
804700 -303.589 -739.414 126.084 -297.437 -578.771 -679.544 28.6322 1.00692
804800 -143.434 -521.819 -119.072 210.59 142.196 -230.691 -118.067 1.01965
804900 -104.518 -696.601 806.833 -423.786 -487.766 -394.257 53.054 0.990009
805000 -463.247 -1015.03 -461.403 86.693 -444.498 -263.702 -67.5631 0.986276
